no,year,title,eng_full
1071,1986.0,SOCIAL-STUDIES FOR THE FUTURE - THE USE OF VIDEO FOR DEVELOPING LEADERSHIP,SOCIAL-STUDIES FOR THE FUTURE - THE USE OF VIDEO FOR DEVELOPING LEADERSHIP    
1072,1986.0,CURRICULUM FOR THE GIFTED AND TALENTED AT THE SECONDARY LEVEL,"CURRICULUM FOR THE GIFTED AND TALENTED AT THE SECONDARY LEVEL   Curriculum for the gifted and talented at the secondary level involves more than deciding whether to accelerate or enrich, to group or not, to offer an honors program or an advanced seminar, or to offer advanced placement courses. Rather, it consists of the total learning environment and encompasses the general education, specialized education, co-curricular, and education in non-school settings, together with the climate which is created in the school and classroom for pursuit of excellence. Curriculum planning begins with a clear concept of program goals and objectives. It consists of a number of decisions about content, scope, sequence, integration, articulation and balance, as well as about resource use, time, space, and organization."
1073,1986.0,GIFTED PROGRAM INSERVICE AND STAFF-DEVELOPMENT - PRAGMATICS AND POSSIBILITIES,GIFTED PROGRAM INSERVICE AND STAFF-DEVELOPMENT - PRAGMATICS AND POSSIBILITIES    
1074,1986.0,DIFFERENTIATING INSERVICE THROUGH TEACHER CONCERNS ABOUT EDUCATION FOR THE GIFTED,"DIFFERENTIATING INSERVICE THROUGH TEACHER CONCERNS ABOUT EDUCATION FOR THE GIFTED   Gifted students require differentiated curriculum, and teachers of gifted students require differentiated inservice which addresses their needs with those students. The Concerns-Based Adoption Model (CBAM) developed at the Texas Research and Development Center for Teacher Education provides a framework for developing differentiated inservice. This article describes the use of one CBAM dimension, Stages of Concern About The Innovation, to match inservice opportunities to the needs of teachers."
1075,1986.0,A SURVEY OF PARTICIPANT EXPECTATIONS FOR INSERVICE IN EDUCATION OF THE GIFTED,"A SURVEY OF PARTICIPANT EXPECTATIONS FOR INSERVICE IN EDUCATION OF THE GIFTED   This survey examines teacher response to techniques utilized in general education and gifted education inservice and staff development. Comments concerning teachers' needs, and most and least beneficial techniques for meeting those needs, were categorizod and the data were analyzed. Survey results indicate that teachers have a variety of expectations for inservice experience and their needs are varied due to differing experience and exposure in the field of gifted education. Results also indicate that inservices spanning a wide range of grade levels are not as helpful as those separated by grade levet or subject area. Therefore, it is recommended that a needs assessment be administered prior to planned inservice in order to assist school personnel and consultants in designing the inservice experience."
1076,1986.0,PROJECT TARGET - A NEEDS ASSESSMENT APPROACH TO GIFTED EDUCATION INSERVICE,"PROJECT TARGET - A NEEDS ASSESSMENT APPROACH TO GIFTED EDUCATION INSERVICE   The purpose of Project TARGET (Teacher Assessment Related to Gifted Education Training ) was to deveiop a gifted program inservice training module that is based on a needs assessment approach. The project was funded by the North Carolina Department of Public Instruction and the North Carolina Board of Science and Technology. Specific goals of the project were to develop a needs assessment instrument, administer that instrument, analyze resulting data, develop training modules that responded to assessed needs, and evaluate the results. Evaluation data indicated favorable teacher response to the needs assessment approach and subsequent use of training module activities in teachers' classrooms."
1077,1986.0,TALENTS UNLIMITED - AN INSERVICE EDUCATION MODEL FOR TEACHING THINKING SKILLS,TALENTS UNLIMITED - AN INSERVICE EDUCATION MODEL FOR TEACHING THINKING SKILLS   The Talents Unlimited project is an effective inservice education model for training both regular classroom teachers and specialists in gifted education in the development of students' creative and critical thinking skills. Four categories of training activities which comprise this model closely approximate the components which inservice research suggests are critical in helping teachers master new instructionalapproaches: Presentation of theory or description of strategy; modeling of skills; practice in simulated and classroom settings; feedback about performance; and coaching for application of skills to the classroom. The effectiveness of the Talenfs Unlimited model in enhancing teacher skills in the identification and instruction of students with varying backgrounds and diverse abilities is discussed.
1078,1986.0,LESSONS FROM THE HISTORY OF TEACHER INSERVICE IN ILLINOIS - EFFECTIVE STAFF-DEVELOPMENT IN THE EDUCATION OF GIFTED STUDENTS,"LESSONS FROM THE HISTORY OF TEACHER INSERVICE IN ILLINOIS - EFFECTIVE STAFF-DEVELOPMENT IN THE EDUCATION OF GIFTED STUDENTS   The presence of a long term staff development mechanism such as the Area Service Centers in Illinois provides several key lessons regarding the effective utilization of inservice opportunities within a statewide network. The patterns of effectiveness cited in this article have evolved out of a relatively long and rich history of service provision in gifted education. Instructive lessons for gifted education inservice which are featured in this report include attention to real needs, well-planned developmental models, training efforts targeted toward specific outcomes for specific groups, opportunity for followup observation and monitoring, and techniques by which educators can continue personal staff development and renewal."
1079,1986.0,STAGES OF ENTRY FOR TARGET GROUPS PARTICIPATING IN GIFTED PROGRAM INSERVICE AND STAFF-DEVELOPMENT,"STAGES OF ENTRY FOR TARGET GROUPS PARTICIPATING IN GIFTED PROGRAM INSERVICE AND STAFF-DEVELOPMENT   Some participants in gifted program ISD require only minimal awareness level participation, while others will need to begin at an awareness stage and progress to higher levels of understanding. When pertinent stages of entry level are specified for particular target groups, appropriate inservice and staff development involvement is more likely to occur. Seven stages of staff development are described, with entry and continuation levels designated for target groups involved in gifted programs."
1080,1986.0,CHARACTERISTICS AND NEEDS OF ADULT LEARNERS IN GIFTED PROGRAM INSERVICE AND STAFF-DEVELOPMENT,"CHARACTERISTICS AND NEEDS OF ADULT LEARNERS IN GIFTED PROGRAM INSERVICE AND STAFF-DEVELOPMENT   The adult learner in inservice and staff development (ISD) for gifted programs requires a learning environment based upon several assumptions of adult education. Adult learners tend to be self-directed with an accumulated wealth of experiences. They have a need for immediate application of learning, and they vaiue problem-centered activities. Participants in gifted program ISD are served best in a collaborative atmosphere where they are involved in self-assessment of needs, mutual goal-planning, use of materials and facilities appropriate for adults, and self-evaluation of learning with supportive feedback and followup."
1081,1986.0,HOW TO BE A PROPHET IN YOUR OWN LAND - PROVIDING GIFTED PROGRAM INSERVICE FOR THE LOCAL DISTRICT,"HOW TO BE A PROPHET IN YOUR OWN LAND - PROVIDING GIFTED PROGRAM INSERVICE FOR THE LOCAL DISTRICT   Facilitators and coordinators of gifted education often are faced with the task of designing and delivering staff development sessions to peers in their home district. To deliver effective inservice, the facilitator must approach the task in a sequenced, organized manner. A set of guidelines and a sequence addressing the key features of a professional development session are provided by two gifted program facilitators who have had extensive experience with inservice and staff development."
1082,1986.0,ALTERNATIVES FOR THE DESIGN OF GIFTED PROGRAM INSERVICE AND STAFF-DEVELOPMENT,"ALTERNATIVES FOR THE DESIGN OF GIFTED PROGRAM INSERVICE AND STAFF-DEVELOPMENT   While the importance of staff development and inservice has not been questioned, the benefits derived from such experiences often are challenged. Traditionally, participants who have attended an inservice or staff development are criticized when changes in professional performance or attitudes are not noted. However, factors such as inappropriate expectations, insufficient instructional time, and lack of a support system might be cited as causes that erode the positive effects from staff development and inservice opportunities. Alternative training experiences are described as ways to make staff development and inservice experiences more meaningful to professionals and have greater impact on the students they serve."
1083,1986.0,THE ROLE OF EVALUATION IN INSERVICE AND STAFF-DEVELOPMENT FOR EDUCATORS OF THE GIFTED,THE ROLE OF EVALUATION IN INSERVICE AND STAFF-DEVELOPMENT FOR EDUCATORS OF THE GIFTED   The use of evaluation in inseivice training and staff development programs is too often limited in scope. This article expands the role of evaluation in gifted program inservice and staff development by providing evaluation techniques that have been used to determine the impact of inservice programs on teachers of the gifted.
1084,1986.0,"Book review: SCHOOL RENEWAL THROUGH STAFF-DEVELOPMENT - SCHIFFER,J","Book review: SCHOOL RENEWAL THROUGH STAFF-DEVELOPMENT - SCHIFFER,J    "
1085,1986.0,TEACHER PERCEPTIONS OF HIGHLY GIFTED STUDENTS IN THE UNITED-STATES AND WEST-GERMANY,"TEACHER PERCEPTIONS OF HIGHLY GIFTED STUDENTS IN THE UNITED-STATES AND WEST-GERMANY   Each of 434 German and 446 American high school teachers nominated one student as highly gifted. The teachers aaught native language, mathematics/physics, music/art, or modern foreign language. All estimated what percentage of their students were highly gifted and rated their nominess on 84 characteristics. The percentage of students estimated to be highly gifted was higher for Americans. The characteristics were factor analyzed separately in the two samples and yielded three common factors. A three way MANOVA using these factors as dependent variables found that American students were described as more popular and more achievement-oriented than their German counterparts; Germans were described as slightly more self-centered than the Americans; boys were perceived as more setf-centered than girls."
1086,1986.0,BEING LABELED GIFTED OR TALENTED - MEANINGS AND EFFECTS PERCEIVED BY STUDENTS IN SPECIAL PROGRAMS,"BEING LABELED GIFTED OR TALENTED - MEANINGS AND EFFECTS PERCEIVED BY STUDENTS IN SPECIAL PROGRAMS   Questionnaires were administered to 295 students in summer programs for 9-15 year old academically gifted and artistically talented students, asking for their conceptions of giftedness and talent and their perceptions of the causes and consequences of being so identified. Findings suggested that their stereotypes regarding gifted and talented students were highly positive. These students reported that giftedness can be attained by hard work, that they are not very different from others, and that others treat them well. A minority reported negative reactions from peers."
1087,1986.0,UNDERSTANDING A LACK OF MOTIVATION TO EXCEL,"UNDERSTANDING A LACK OF MOTIVATION TO EXCEL   Giftedness has often been equated with being academically talented or being a high achiever in in school. Now there is growing concern about those gifted students who could be described as unmotivated and underachieving in one or many academic areas. Parents and teachers who have observed the exceptional potential of these youngsters become intensely frustrated in efforts to increase the students' achievement, motivation and self-discipline. The purposes of this article are to help parents and teachers in understanding the nature and causes of underachievement, and to show them how to work more effectively with underachieving gifted students. The information and guidelines provided will be helpfulin preventing as well as reversing student patterns of attitude and behavior."
1088,1986.0,MORE ABOUT YOUNG ENTRANTS TO COLLEGE - HOW DID THEY FARE,"MORE ABOUT YOUNG ENTRANTS TO COLLEGE - HOW DID THEY FARE   This study reports on a group of 25 educationally accelerated entrants to Johns Hopkins University. It supports the ability of students who enter a highly selective college two to five years early to make good grades, win honors, and graduate promptly."
1089,1986.0,BEYOND THE USE OF FULL SCALE IQ SCORES,"BEYOND THE USE OF FULL SCALE IQ SCORES   The purpose of the present study was to examine the WISC-R profiles of a sample of intellectually gifted students with respect to idiographic and normative variability in performance between scales and among subtests. The sample consisted of 26 intellectually gifted students (WISC R Full Scale IQ ≥ 130) who had been assessed for possible GT placement. The results of the study indicated that even among a highly homogeneous ability group, significant variability in levels of performance, reflecting individual differences across diverse cognitive ability areas, exist. While 84.6% of the sample was characterized by idiographic strengths and/or weaknesses, 96% of the sample obtained only normatively average-ability scaled scores on one or more WISC-R subtests. Implications for selection decisions and instruction are discussed."
1090,1986.0,THE DISCRIMINANT VALIDITY OF GIFTED CHILDRENS DIVERGENT THINKING TEST-SCORES,"THE DISCRIMINANT VALIDITY OF GIFTED CHILDRENS DIVERGENT THINKING TEST-SCORES   Previous research suggests that the indices drawn from divergent thinking tests (i.e., ideational fluency, originality, and flexibility) lack discriminant validity. This is a serious problem because of the popularity of these tests, and because divergent thinking is probably our most useful model of creative thinking. Still, the research demonstrating a lack of discriminant validity was conducted primarily with nongifted subjects, and the findings may not apply to gifted individuals. The present project evaluated the discriminant validity of gifted children's (N = 97) divergent thinking test scores with multitrait-multimethod and factor analytic procedures. Results indicated that the indices drawn from the divergent thinking tests did lack discriminant validity in this gifted sample."
1091,1986.0,"COGNITIVE-ABILITIES, PERSONALITY AND GENDER DIFFERENCES IN MATH ACHIEVEMENT OF GIFTED ADOLESCENTS","COGNITIVE-ABILITIES, PERSONALITY AND GENDER DIFFERENCES IN MATH ACHIEVEMENT OF GIFTED ADOLESCENTS   The purposes of this study were to determine whether mathematically gifted boys and girls were significantly different in cognitive abilities and personality factors and to determine whether these cognnve abilities and personality factors were accurate predictors of mathematical achievement. Mathematically gifted boys (n = 77) and girls (n = 62) completed a mathematics reasoning test (SAT-M), a verbal reasoning test (SAT-V), a measure of spatial ability (Group Embedded Figures Test), and personality test (California Psychological Inventory). They received mathematics achievement ratings depending on the number of summer courses completed. The findings indicated that boys not only have higher mathematical reasoning ability than girls, but alslo that this ability is the single best predictor of their mathematical achievement. Verbal ability is the best predictor of mathematical achievement for the girls. For both the girls and the boys, neither spatial reasoning ability nor personality factors significantly predicted mathematical achievement."
1092,1986.0,EVALUATION DESIGN - ISSUES CONFRONTING EVALUATORS OF GIFTED PROGRAMS,EVALUATION DESIGN - ISSUES CONFRONTING EVALUATORS OF GIFTED PROGRAMS   How should one evaluate a program for the gifted? Unique design concerns need to be taken into account when selecting a method for assessing gifted program outcomes. The author reviews design issues and proposes creative solutions to omnipresent dilemmas facing the would-be evaluator.
1093,1986.0,"THE INFLUENCE OF IDENTIFICATION PRACTICES, RACE AND SES ON THE IDENTIFICATION OF GIFTED STUDENTS","THE INFLUENCE OF IDENTIFICATION PRACTICES, RACE AND SES ON THE IDENTIFICATION OF GIFTED STUDENTS   Identification procedures for gifted programs reinforce social inequalities while missing some of our most promising students. This study reports, a survey of 461 (82.5%) New Jersey school districts. The results show that there are significant relationships between G/T participation rates and 1) race,2) spending per pupil, 3) property value per pupil and 4) the socioeconomic status of school districts. The study also found excessive reliance on standardized tests. The author calls for a broadened, developmental definition of giftedness."
1094,1986.0,"Book review: THE CHILD AS POET - MYTH OR REALITY - LIVINGSTON,MC","Book review: THE CHILD AS POET - MYTH OR REALITY - LIVINGSTON,MC    "
1095,1986.0,STANDING ON THE SHOULDERS OF GIANTS,STANDING ON THE SHOULDERS OF GIANTS    
1096,1986.0,CONDUCTING RESEARCH WITH METAANALYSIS - A NEW DIRECTION FOR GIFTED EDUCATION,"CONDUCTING RESEARCH WITH METAANALYSIS - A NEW DIRECTION FOR GIFTED EDUCATION   Developing and validating new theories in gifted education is often limited by two factors: imprecise measurement and small numbers of subjects. The author asserts that the meta-analysis procedure offers gifted educators and researchers an opportunity to overcome these obstacles. He reviews the technique, responds to critiques of meta-analysis, and presents current research employing this procedure."
1097,1986.0,BRAVE NEW DIRECTIONS - NEEDED RESEARCH ON THE LABELING OF GIFTED-CHILDREN,"BRAVE NEW DIRECTIONS - NEEDED RESEARCH ON THE LABELING OF GIFTED-CHILDREN   Labeling children ""gifted"" is a complex process whose impact ripples throughout the relationships and school careers of high potential students, at the very least. The author looks critically at previous research on this topic and makes some interesting suggestions for future efforts."
1098,1986.0,RESEARCH ON CREATIVITY,RESEARCH ON CREATIVITY   What is the relationship of creativity to gifted behavior? The author raises key questions relative to previous research in the field. He builds and defends a model for weaving creativity into the fabric of exceptional performance in any arena of endeavor.
1099,1986.0,THE LEGACY AND LOGIC OF RESEARCH ON THE IDENTIFICATION OF GIFTED PERSONS,"THE LEGACY AND LOGIC OF RESEARCH ON THE IDENTIFICATION OF GIFTED PERSONS   Are we identifying the ""truly gifted"" student? How should we test the efficacy of our procedures? The authors assess research on the topics of defining and identifying exceptional potential. They propose three alternative criteria to intelligence test scores as the key criterion for identification."
1100,1986.0,COGNITION AND GIFTEDNESS - NEW RESEARCH DIRECTIONS,"COGNITION AND GIFTEDNESS - NEW RESEARCH DIRECTIONS   How do gifted students think? Are their thinking processes significantly different from their nonidentified peers? The author explores issues related to theory, methods and validity of cognition research. New developments are previewed, and suggestions made for further investigations."
1101,1986.0,PROTOCOL ANALYSIS - A METHODOLOGY FOR EXPLORING THE INFORMATION-PROCESSING OF GIFTED STUDENTS,"PROTOCOL ANALYSIS - A METHODOLOGY FOR EXPLORING THE INFORMATION-PROCESSING OF GIFTED STUDENTS   Paper-and-pencil tests yield little information relative to thinking strategies used by gifted students to solve problems. Protocal analysis, argues the author, provides a ""window"" into the mental operations used by gifted learners. The method is described, and results of recent work highlighted. Implications for additional research are discussed."
1102,1986.0,THE APPLICATION OF SINGLE SUBJECT RESEARCH METHODS TO THE STUDY OF EXCEPTIONAL ABILITY AND EXTRAORDINARY ACHIEVEMENT,"THE APPLICATION OF SINGLE SUBJECT RESEARCH METHODS TO THE STUDY OF EXCEPTIONAL ABILITY AND EXTRAORDINARY ACHIEVEMENT   The author presents a convincing case that large-scale studies do not necessarily yield useful information for describing the phenomenon we call giftedness, or for identifying related cause-and-effect factors. Alternatives for studying gifted indivduals using methods such as case studies and single subject designs are explored and discussed."
1103,1986.0,ASKING THE RIGHT QUESTIONS - THE CENTRAL ISSUE IN EVALUATING PROGRAMS FOR THE GIFTED AND TALENTED,ASKING THE RIGHT QUESTIONS - THE CENTRAL ISSUE IN EVALUATING PROGRAMS FOR THE GIFTED AND TALENTED   What is an appropriate focus for gifted program evaluation? How can we justify focusing program evaluations on questions connected to improving the program rather than judging its success? The author suggests and justifies criteria for framing evaluation questions.
1104,1986.0,A PROPOSED FEDERAL-ROLE - EDUCATION OF GIFTED-CHILDREN,"A PROPOSED FEDERAL-ROLE - EDUCATION OF GIFTED-CHILDREN   Should the federal government work actively to improve education for gifted and talented children? If so, what type and degree of involvement is appropriate? The author describes and defends a five component catalytic program designed to support and enhance education for the gifted and talented."
1105,1986.0,"Book review: GIFTED-CHILDREN - PSYCHOLOGICAL AND EDUCATIONAL PERSPECTIVES - TANNENBAUM,AJ","Book review: GIFTED-CHILDREN - PSYCHOLOGICAL AND EDUCATIONAL PERSPECTIVES - TANNENBAUM,AJ    "
1106,1985.0,THE EFFECTIVENESS OF A SELF-INSTRUCTIONAL CURRICULAR UNIT IN THE DEVELOPMENT OF ADVANCED LEVEL CONCEPTS IN ASTRONOMY,"THE EFFECTIVENESS OF A SELF-INSTRUCTIONAL CURRICULAR UNIT IN THE DEVELOPMENT OF ADVANCED LEVEL CONCEPTS IN ASTRONOMY   This study investigated the effects of a self-instructional curricular unit on the development of advanced concepts in astronomy. All Talent Pool students and other interested students in grades five through eight were provided with a series of interest development activities in astronomy. Follow-up discussions and interest assessment procedures identified ten students who expressed a desire to pursue further training in this content area. Students were provided with binoculars, telescopes, and a self-instructional unit that would allow them to carry out their work at home during the evening hours. Parent participation and involvement were encouraged. A questionnaire and astronomy skills assessment scale were administered at the beginning and the conclusion of each student's observational and data-gathering activities. Results indicated moderate to considerable amounts of growth in most of the specific skills that were targeted in the self-instructional unit. Increased interest in astronomy was expressed by most of the students and one-half of the group elected to pursue their own advanced level investigations in astronomical research. Parent evaluations were extremely positive, and even those students who did not elect to pursue advanced research expressed favorable attitudes about the experience including increased self-confidence, and the development of positive study skills."
1107,1985.0,FACILITATOR OF LEARNING - A MICRO-ETHNOGRAPHIC STUDY OF THE TEACHER OF THE GIFTED,"FACILITATOR OF LEARNING - A MICRO-ETHNOGRAPHIC STUDY OF THE TEACHER OF THE GIFTED   This study uses an ethnographic design to discover the patterns of behavior in selected teachers of the gifted as they guided children's independent studies. The research developed in two major phases; phase one suggested hypotheses and properties which were revised, tested, and verified in the second phase. A theoretical model of the roles of the teacher of the gifted is presented and possible applications of the research are suggested."
1108,1985.0,PREFERENCES OF GIFTED STUDENTS FOR SELECTED TEACHER CHARACTERISTICS,"PREFERENCES OF GIFTED STUDENTS FOR SELECTED TEACHER CHARACTERISTICS   Gifted children in grades 7-9 (N = 98) judged the importance of selected teacher characteristics in personal-social, cognitive, and classroom management domains. Subjects were enrolled in a gifted program in a large junior high school in West Texas. Gifted children were found to prefer personal-social characteristics over cognitive or classroom management characteristics. Results were compared to findings of a similar study conducted in Israel in which cognitive characteristics were found to be most highly valued."
1109,1985.0,GIFTED-CHILDREN AND OTHER SIBLINGS,"GIFTED-CHILDREN AND OTHER SIBLINGS   This study examined sibling relationships within families where only one of two children had been labeled gifted. Twenty-seven pairs of labeled/unlabeled siblings completed a forced-choice questionnaire investigating the sibling relationship. Responses were analyzed according to label, sex, sibling position, and age gap. The area of competition was perceived differently by labeled and unlabeled siblings. Competition appeared to be beneficial to the self-image of labeled children, encouraging cooperation and communication. For unlabeled children competition had negative effects inhibiting cooperation and damaging the sibling relationship.Both labeled and unlabeled siblings perceived more friction if the gifted child was the oldest."
1110,1985.0,EARLY IDENTIFICATION OF THE GIFTED AND TALENTED,"EARLY IDENTIFICATION OF THE GIFTED AND TALENTED   Given the recognized importance of early identification of and educational intervention for the gifted and talented, the present study examined the predictive validity of the STAR (Screening Test for Academic Readiness) as well as decision-making accuracy that could be expected if the STAR were used as one screening tool in the identification process. For a sample of 74 students referred for assessment, 28 of whom were ultimately placed in gifted and talented programs and 46 of whom failed to qualify for special educational placement, the results of the regression analysis indicated that prekindergarten STAR scores significantly predicted WISC-R Verbal, Performance, and Full Scale IQ scores obtained several years later. From a decision-making standpoint, the results indicated that a 72% accuracy rate would have resulted had later placement of students been based upon prekindergarten STAR scores alone."
1111,1985.0,THE RELATIONSHIP BETWEEN LEARNING STYLE PREFERENCE AND PERSONALITY-VARIABLES - AN EXPLORATORY INVESTIGATION WITH GIFTED STUDENTS,"THE RELATIONSHIP BETWEEN LEARNING STYLE PREFERENCE AND PERSONALITY-VARIABLES - AN EXPLORATORY INVESTIGATION WITH GIFTED STUDENTS   The relationship between the Children's Personality Questionnaire (CPQ) and the Your Style of Learning and Thinking (SOLAT) was examined for 94 intellectually gifted students aged 9 to 14 years. Groups formed based on SOLAT scores were: (a) Right, (b) Left, (c) Integrated, and (d) Mixed. Discriminant functions derived from all CPQ factors yielded three functions. One discriminant function which can be described as an action dimension was significant. A classification analysis yielded 61.7% correct classification. These results indicate that there is a relationship between personality variables and preference for a particular style of information processing."
1112,1985.0,THE PERFORMANCE OF STUDENTS IN A PROGRAM OF RADICAL ACCELERATION AT THE UNIVERSITY LEVEL,"THE PERFORMANCE OF STUDENTS IN A PROGRAM OF RADICAL ACCELERATION AT THE UNIVERSITY LEVEL   The academic performance of 24 academically accelerated students (mean age at matriculation = 14 years) was compared with that of two groups of college students averaging four years older: 24 matched to the accelerants on pre-entry academic aptitude test scores (or ""readiness""), and 24 National Merit Scholars. Accelerated students earned cumulative grade point averages comparable to those earned by National Merit Scholars and significantly higher than those earned by university students matched on pre-entry aptitude tests scores. Accelerated students rated the importance of academic characteristics higher than did the students matched on pre-entry scores and they were more satisfied with the academic environment of the university than either comparison group. Implications of the results are briefly discussed."
1113,1985.0,HOW DID 6 HIGHLY ACCELERATED GIFTED STUDENTS FARE IN GRADUATE-SCHOOL,"HOW DID 6 HIGHLY ACCELERATED GIFTED STUDENTS FARE IN GRADUATE-SCHOOL   This article reports follow-up information on six very young college graduates. The myth of ""early ripe, early rot"" is clearly refuted by the outstanding success of each of these six young accelerants."
1114,1985.0,MAXIMIZING WHAT GIFTED STUDENTS CAN LEARN - RECENT FINDINGS OF LEARNING-STRATEGY RESEARCH,"MAXIMIZING WHAT GIFTED STUDENTS CAN LEARN - RECENT FINDINGS OF LEARNING-STRATEGY RESEARCH   Recent findings suggest that gifted learners spontaneously employ more elaborate and effective learning strategies than do their age peers. When presented with externally provided learning strategies, however, the learning of gifted students can dramatically increase. Of particular interest is the ""keyword"" mnemonic strategy which has recently been seen to provide substantial increases in learning for gifted learners. Implications for teaching and programming are presented."
1115,1985.0,GIFTEDNESS AND READING - A CROSS-SECTIONAL VIEW OF DIFFERENCES IN READING ATTITUDES AND BEHAVIORS,"GIFTEDNESS AND READING - A CROSS-SECTIONAL VIEW OF DIFFERENCES IN READING ATTITUDES AND BEHAVIORS   This study investigated the attitude toward reading and the self-reported reading behaviors of 276 gifted students in grades 1 through 12. Females had more positive attitudes toward reading and reported that reading was a hobby more frequently than males. Primary students had more positive attitudes toward reading than did senior high students. Primary students reported reading more books per month than intermediate level, junior high school, and senior high school students. Senior high school students reported reading the least number of books per month."
1116,1985.0,GIFTEDNESS AND TALENT - REEXAMINING A REEXAMINATION OF THE DEFINITIONS,"GIFTEDNESS AND TALENT - REEXAMINING A REEXAMINATION OF THE DEFINITIONS   In the scientific literature, there is ambiguity in the distinction between the concepts of giftedness and talent. This paper examines several common definitions of these two terms, with particular emphasis on the models proposed by Renzulli (1979) and Cohn (1981). Our critique of these two models leads to a clear differentiation between giftedness and talent: the former is associated with domains of abilities which foster and explain exceptional performance in varied fields of activities, that is, talents. Thus, one can be gifted without necessarily being talented (as with the case of underachievers), but not vice versa. Several factors which can act as catalysts for the actualization of giftedness in specific talents are discussed, particularly motivation and environmental quality."
1117,1985.0,PSYCHOMETRIC LIMITATIONS OF GUILFORD STRUCTURE-OF-INTELLECT MODEL FOR IDENTIFICATION AND PROGRAMMING OF THE GIFTED,"PSYCHOMETRIC LIMITATIONS OF GUILFORD STRUCTURE-OF-INTELLECT MODEL FOR IDENTIFICATION AND PROGRAMMING OF THE GIFTED   The purpose of this presentation is (a) to analyze critically reseach and promotional literature on Guilford's Structure-of-Intellect (SOI) model as it relates to the cognitive functioning of gifted students, and (b) to evaluate the implications of this analysis for the identification and programming of gifted students. This evaluation is based on a review of promotional literature and available research, and is written from a measurement basis. It is concluded that the promotional literature promises more than it has delivered and that major psychometric limitations seriously limit the SOI model's usefulness."
1118,1985.0,LIMITATIONS OF THE TEST REVIEWING PROCESS - A RESPONSE TO CLARIZIO AND MEHRENS,LIMITATIONS OF THE TEST REVIEWING PROCESS - A RESPONSE TO CLARIZIO AND MEHRENS   This is a response to the article by Clarizio and Mehrens in this issue. The author argues that the article by Clarizio and Mehrens is too negative in tone and fails to acknowledge the strengths and values of SOI tests.
1119,1985.0,DIMENSIONS OF ANXIETY AMONG HIGH IQ CHILDREN,"DIMENSIONS OF ANXIETY AMONG HIGH IQ CHILDREN   Responses of 584 high IQ children to the 37 item Revised Children's Manifest Anxiety Scale were submitted to a factor analysis. The five factors that emerged (Physiological, Worry/Oversensitivity, Concentration, Lie 1, and Lie 2) were shown to be highly similar to the factors found with the normative sample. Coefficients of congruence revealed significant correspondence between all factors for the high IQ and normative group. Means and standard deviations for males and females at each age group are also reported, revealing lower levels of anxiety for the high IQ group on all variables. Reliability estimates for each age group on the three subscales of anxiety and for the total Anxiety Scale support the clinical and research use of this new scale in work with high IQ children."
1120,1985.0,THE EFFECT OF APTITUDE AND ACHIEVEMENT STATUS ON THE SELF-SYSTEM,"THE EFFECT OF APTITUDE AND ACHIEVEMENT STATUS ON THE SELF-SYSTEM   This investigation examined the independent and joint effects of aptitude (gifted vs. normal) and achievement (underachiever vs. achiever) on assessments of the self-system in upper elementary-aged children. The gifted group was significantly higher than the average group on self-evaluations of competence, feelings of mastery, and preference for independent decision making. The average group reported a lower level of understanding than the gifted group about the reasons for success and failure outcomes and more anxiety about school-related events. Underachievers were significantly lower than achievers on self-evaluations of performance and higher on perceptions of internal control over success and failure outcomes. Achievers were higher on perceptions of control by powerful others over outcomes."
1121,1985.0,GIFTED AND NONGIFTED STUDENTS PERCEPTIONS OF INTELLIGENCE,"GIFTED AND NONGIFTED STUDENTS PERCEPTIONS OF INTELLIGENCE   Gifted and nongifted students completed a questionnaire which asked their views of the concepts of intelligence. There were many substantial differences among their views. Both groups, however, tend to view intelligence as arising from hard work and good attitudes. Gifted students also tended to rate their own intelligence accurately."
1122,1985.0,"Book review: WHATEVER HAPPENED TO THE QUIZ KIDS - PERILS AND PROFITS OF GROWING UP GIFTED - FELDMAN,R","Book review: WHATEVER HAPPENED TO THE QUIZ KIDS - PERILS AND PROFITS OF GROWING UP GIFTED - FELDMAN,R    "
1123,1985.0,"Book review: WRITING INSTRUCTION FOR VERBALLY TALENTED YOUTH - THE JOHNS HOPKINS MODEL - REYNOLDS,B, KOPELKE,K, DURDEN,WG","Book review: WRITING INSTRUCTION FOR VERBALLY TALENTED YOUTH - THE JOHNS HOPKINS MODEL - REYNOLDS,B, KOPELKE,K, DURDEN,WG    "
1124,1985.0,GIFTS OF MENTORSHIPS,"GIFTS OF MENTORSHIPS   The benefits or ""gifts"" deriving from a mentorship, for both mentors and proteges, are described. The list of benefits was developed from the literature on mentorships, from interviews with mentors and proteges, and from an evaluation completed by gifted students and their mentors at the termination of a school mentorship program. Gifts to proteges include: advancement of career, an increase in knowledge and skills (general as well as specific), development of known as well as undiscovered talents, development of a personal ethic, establishment of a friendship, and enhancement of creativity. Also described are the following gifts to mentors: getting work done, having ideation stimulated, establishing a long-term friendship, and receiving personal satisfaction. Implications for educators of the gifted and talented focus on program development."
