id,label,message
3191,0,Cancel cheyyamo?and get some money back?
3192,0,Detroit. The home of snow. Enjoy it.
3193,0,The bus leaves at  &lt;#&gt; 
3194,0,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
3195,0,Ok then i'll let him noe later n ask him call u tmr...
3196,0,Where u been hiding stranger?
3197,0,All will come alive.better correct any good looking figure there itself..
3198,0,I anything lor...
3199,0,We are both fine. Thanks
3200,0,Or remind me in a few hrs.
3201,0,"Just checked out, heading out to drop off my stuff now"
3202,0,Ok thanx...
3203,0,Have you finished work yet? :)
3204,0,I don't think he has spatula hands!
3205,0,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
3206,1,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop"
3207,0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
3208,0,Yup i'm elaborating on the safety aspects and some other issues..
3209,0,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
3210,0,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
3211,0,Am in gobi arts college
3212,0,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
3213,0,Wot u up 2 u weirdo?
3214,1,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
3215,0,I reach home safe n sound liao...
3216,0,Call him and say you not coming today ok and tell them not to fool me like this ok
3217,0,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
3218,0,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
3219,0,We're finally ready fyi
3220,0,Ok... But bag again..
3221,0,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
3222,0,i am seeking a lady in the street and a freak in the sheets. Is that you?
3223,0,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\"""""
3224,0,"Lets use it next week, princess :)"
3225,0,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? 
3226,0,Yup song bro. No creative. Neva test quality. He said check review online.
3227,0,Oh yeah I forgot. U can only take 2 out shopping at once.
3228,0,Every monday..nxt week vl be completing..
3229,0,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
3230,0,"THATåÕS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx"
3231,1,FreeMsg>FAV XMAS TONES!Reply REAL
3232,0,K k :-):-) then watch some films.
3233,0,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
3234,0,Can do lor...
3235,0,So no messages. Had food?
3236,0,I am not at all happy with what you saying or doing
3237,0,"Yun ah.the ubi one say if ? wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n"
3238,0,Yes we are chatting too.
3239,1,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
3240,0,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj"
3241,0,"Ah, well that confuses things, doesnÛ? it?"
3242,0,"not that I know of, most people up here are still out of town"
3243,0,Wat time ? wan today?
3244,0,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
3245,0,Can u get pic msgs to your phone?
3246,0,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
3247,0,Yes.mum lookin strong:)
3248,1,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
3249,0,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
3250,0,"Alright, see you in a bit"
3251,0,Hi dear we saw dear. We both are happy. Where you my battery is low
3252,0,* Am on a train back from northampton so i'm afraid not!
3253,1,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
3254,0,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
3255,0,Then u going ikea str aft dat?
3256,0,Yun buying... But school got offer 2000 plus only...
3257,0,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
3258,0,"Aight, see you in a bit"
3259,0,"Yes..but they said its IT.,"
3260,0,You know there is. I shall speak to you in  &lt;#&gt;  minutes then
3261,0,K. Did you call me just now ah? 
3262,0,Just buy a pizza. Meat lovers or supreme. U get to pick.
3263,1,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
3264,0,"Aight, tomorrow around  &lt;#&gt;  it is"
3265,0,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
3266,0,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
3267,0,Dont show yourself. How far. Put new pictures up on facebook.
3268,0,Yunny... I'm goin to be late
3269,0,Is xy in ur car when u picking me up?
3270,0,I'm not coming home 4 dinner.
3271,1,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
3272,0,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8"
3273,0,"Miss ya, need ya, want ya, love ya."
3274,0,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
3275,0,"Right on brah, see you later"
3276,1,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
3277,0,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
3278,0,Yupz... I've oredi booked slots 4 my weekends liao... 
3279,0,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
3280,0,Small problem in auction:)punj now asking tiwary
3281,0,Tiwary to rcb.battle between bang and kochi.
3282,0,Daddy will take good care of you :)
3283,0,Where can download clear movies. Dvd copies.
3284,0,K still are you loving me.
3285,1,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
3286,0,Boo. How's things? I'm back at home and a little bored already :-(
3287,0,Excellent! Wish we were together right now!
3288,0,Ok lor but not too early. Me still having project meeting now.
3289,0,Theyre doing it to lots of places. Only hospitals and medical places are safe.
3290,0,Your right! I'll make the appointment right now.
3291,0,Am in film ill call you later.
3292,0,"No, but you told me you were going, before you got drunk!"
3293,0,Well i know Z will take care of me. So no worries.
3294,0,Do ? noe if ben is going?
3295,0,"Hiya, had a good day? Have you spoken to since the weekend?"
3296,0,Sorry de i went to shop.
3297,0,Lol that's different. I don't go trying to find every real life photo you ever took.
3298,0,Have you had a good day? Mine was really busy are you up to much tomorrow night?
3299,0,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
3300,1,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX
3301,0,Oh is it? Send me the address
3302,0,Uncle Abbey! Happy New Year. Abiola
3303,0,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
3304,0,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?
3305,0,I need to come home and give you some good lovin...
3306,0,Why de. You looking good only:-)..
3307,0,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
3308,1,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
3309,0,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... "
3310,0,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
3311,1,Call FREEPHONE 0800 542 0578 now!
3312,0,S....s...india going to draw the series after many years in south african soil..
3313,0,Cool. I am  &lt;#&gt;  inches long. hope you like them big!
3314,0,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
3315,0,At home by the way
3316,1,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
3317,0,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."""
3318,1,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
3319,0,"Just sent you an email Û?to an address with incomm in it, is that right?"
3320,0,She's fine. Sends her greetings
3321,1,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
3322,0,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;)
3323,0,Noice. Text me when you're here
3324,0,How are you enjoying this semester? Take care brother.
3325,0,And stop being an old man. You get to build snowman snow angels and snowball fights.
3326,1,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, å£1.50 to rcv"
3327,0,Good. No swimsuit allowed :)
3328,0,I'm working technical support :)voice process.networking field.
3329,0,U should make a fb list
3330,0,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\"""""
3331,0,Mm that time you dont like fun
3332,0,Did you get any gift? This year i didnt get anything. So bad
3333,0,Yeah we do totes. When u wanna?
3334,0,I'm working technical support :)voice process.
3335,0,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted"
3336,0,Ball is moving a lot.will spin in last :)so very difficult to bat:)
3337,0,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
3338,0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
3339,0,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
3340,0,Y so late but i need to go n get da laptop...
3341,0,Ok lor wat time ? finish?
3342,1,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
3343,0,Oh all have to come ah?
3344,0,Honey boo I'm missing u.
3345,1,As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
3346,0,Yeah imma come over cause jay wants to do some drugs
3347,0,"They can try! They can get lost, in fact. Tee hee"
3348,1,85233 FREE>Ringtone!Reply REAL
3349,0,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
3350,0,Hello- thanx for taking that call. I got a job! Starts on monday!
3351,0,Wait.i will come out.. &lt;#&gt;  min:)
3352,0,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
3353,0,have got * few things to do. may be in * pub later.
3354,0,Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?
3355,0,Where @
3356,0,"Ok omw now, you at castor?"
3357,0,Ok going to sleep. Hope i can meet her.
3358,0,Have you got Xmas radio times. If not i will get it now
3359,0,Send to someone else :-)
3360,1,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
3361,0,I surely dont forgot to come:)i will always be in touch in with you:-)
3362,0,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love"
3363,0,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
3364,0,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
3365,0,Hows the street where the end of library walk is?
3366,1,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
3367,0,U should have made an appointment
3368,0,Sent me de webadres for geting salary slip
3369,0,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
3370,0,I'm on da bus going home...
3371,1,Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub
3372,0,Watching tv lor...
3373,0,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
3374,0,Do you like Italian food?
3375,0,ÌÏ eatin later but i'm eatin wif my frens now lei... ÌÏ going home first? 
3376,1,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or å£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
3377,0,Customer place i will call you
3378,0,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
3379,0,Then u go back urself lor...
3380,0,Yeah that'd pretty much be the best case scenario
3381,0,I love your ass! Do you enjoy doggy style? :)
3382,0,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
3383,0,"Hey babe, my friend had to cancel, still up for a visit ?"
3384,0,Still in the area of the restaurant. Ill try to come back soon
3385,0,Unlimited texts. Limited minutes.
3386,0,"Dear, will call Tmorrow.pls accomodate."
3387,0,No she didnt. I will search online and let you know.
3388,1,"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
3389,0,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
3390,0,I'm coming home 4 dinner.
3391,0,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
3392,0,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
3393,0,R we still meeting 4 dinner tonight?
3394,1,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB
3395,0,Fine am simply sitting.
3396,0,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
3397,0,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
3398,0,Yes there were many sweets
3399,0,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
3400,0,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students
3401,0,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... 
3402,0,Or i go home first lar ? wait 4 me lor.. I put down my stuff first..
3403,0,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
3404,0,Can a not?
3405,0,Good night. Am going to sleep.
3406,0,Asking do u knw them or nt? May be ur frnds or classmates?
3407,0,Were trying to find a Chinese food place around here
3408,0,This is my number by vivek..
3409,0,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance"""
3410,0,Happy birthday to you....dear.with lots of love.rakhesh NRI
3411,0,"Text me when you get off, don't call, my phones having problems"
3412,0,Somebody should go to andros and steal ice
3413,0,.Please charge my mobile when you get up in morning.
3414,0,You call times job today ok umma and ask them to speed up
3415,0,"Just sent again. Do you scream and moan in bed, princess?"
3416,0,Hello madam how are you ?
3417,0,"Yeah, where's your class at?"
3418,0,Yes watching footie but worried we're going to blow it - Phil Neville?
3419,0,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
3420,0,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
3421,0,Excellent! Are you ready to moan and scream in ecstasy?
3422,0,I love you both too :-)
3423,0,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
3424,0,K da:)how many page you want?
3425,0,;-) ok. I feel like john lennon.
3426,0,Lara said she can loan me  &lt;#&gt; .
3427,0,No..jst change tat only..
3428,0,No da..today also i forgot..
3429,0,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
3430,0,Unless it's a situation where YOU GO GURL would be more appropriate
3431,0,Guessin you ain't gonna be here before 9?
3432,0,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
3433,0,Carlos says he'll be at mu in  &lt;#&gt;  minutes
3434,0,Total video converter free download type this in google search:)
3435,0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
3436,0,"Playin space poker, u?"
3437,0,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\""."""
3438,0,Genius what's up. How your brother. Pls send his number to my skype.
3439,0,Yo theres no class tmrw right?
3440,0,One small prestige problem now.
3441,0,PICK UR FONE UP NOW U DUMB?
3442,0,Ok... I din get ur msg...
3443,1,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
3444,0,How are you with moneY...as in to you...money aint a thing....how are you sha!
3445,0,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
3446,0,Did u see what I posted on your Facebook?
3447,0,Sir send to group mail check it.
3448,0,I know she called me
3449,1,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.
3450,0,"sure, but make sure he knows we ain't smokin yet"
3451,0,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
3452,0,Its a site to simulate the test. It just gives you very tough questions to test your readiness.
3453,0,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)
3454,1,"our mobile number has won å£5000, to claim calls us back or ring the claims hot line on 09050005321."
3455,0,You intrepid duo you! Have a great time and see you both soon. 
3456,0,Oops my phone died and I didn't even know. Yeah I like it better.
3457,0,Ok ill tell the company
3458,0,Love it! The girls at the office may wonder why you are smiling but sore...
3459,0,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.
3460,1,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
3461,0,Haf u eaten? Wat time u wan me 2 come?
3462,0,Networking technical support associate.
3463,0,Prakesh is there know.
3464,1,This message is brought to you by GMW Ltd. and is not connected to the
3465,1,You have 1 new message. Please call 08712400200.
3466,0,Thank god they are in bed!
3467,0,K..k...from tomorrow onwards started ah?
3468,0,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
3469,0,All done? All handed in? Celebrations in full swing yet?
3470,1,Filthy stories and GIRLS waiting for your
3471,0,Were somewhere on Fredericksburg
3472,0,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
3473,0,Have you heard from this week?
3474,0,After completed degree. There is no use in joining finance.
3475,1,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP
3476,0,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
3477,0,Stop the story. I've told him i've returned it and he's saying i should not re order it.
3478,0,Dont you have message offer
3479,1,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
3480,1,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 
3481,0,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas"
3482,0,I finished my lunch already. U wake up already?
3483,0,How? Izzit still raining?
3484,0,"Aight, you close by or still down around alex's place?"
3485,0,"Sorry, I'll call later in meeting"
3486,0,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
3487,0,it's really getting me down just hanging around.
3488,0,"I'm outside islands, head towards hard rock and you'll run into me"
3489,0,I.ll get there tomorrow and send it to you
3490,0,Can you do online transaction?
3491,0,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*
3492,0,"Ya tel, wats ur problem.."
3493,0,Do you still have the grinder?
3494,0,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
3495,0,One of best dialogue in cute reltnship..!! \Wen i Die
3496,0,Happy New Year Princess!
3497,0,"life alle mone,eppolum oru pole allalo"
3498,0,Also andros ice etc etc
3499,0,"\Are you comingdown later?\"""""
3500,0,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
3501,1,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
3502,0,Hi my email address has changed now it is 
3503,0,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 
3504,0,"Arms fine, how's Cardiff and uni? "
3505,0,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
3506,0,The battery is for mr adewale my uncle. Aka Egbon
3507,0,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
3508,0,That seems unnecessarily affectionate
3509,0,Dunno lei he neva say...
3510,0,Then why you came to hostel.
3511,0,"Easy mate, * guess the quick drink was bit ambitious."
3512,0,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
3513,0,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... "
3514,0,R ? going 4 today's meeting?
3515,1,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
3516,0,"Yo, you around? Just got my car back"
3517,0,"Yep, at derek's house now, see you Sunday &lt;3"
3518,0,Ok... Thanx... Gd nite 2 ? too...
3519,0,No dear i do have free messages without any recharge. Hi hi hi
3520,1,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
3521,0,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
3522,0,Where is it. Is there any opening for mca.
3523,0,God bless.get good sleep my dear...i will pray!
3524,0,Well that must be a pain to catch
3525,1,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply."
3526,0,I want to lick your pussy now...
3527,1,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
3528,1,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
3529,0,My sister got placed in birla soft da:-)
3530,0,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
3531,0,Thinkin about someone is all good. No drugs for that
3532,0,I'm thinking that chennai forgot to come for auction..
3533,0,He is a womdarfull actor
3534,0,Ok that's great thanx a lot.
3535,0,Ok anyway no need to change with what you said
3536,1,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.
3537,0,Short But Cute : \ Be a good person 
3538,0,here is my new address -apples&pairs&all that malarky
3539,0,Ok i am on the way to home hi hi
3540,0,"Nothing much, chillin at home. Any super bowl plan?"
3541,0,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march Û_ ish!
3542,1,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more
3543,0,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
3544,0,When're you guys getting back? G said you were thinking about not staying for mcr
3545,1,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
3546,1,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
3547,1,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
3548,0,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
3549,0,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
3550,0,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx
3551,0,Aight do you still want to get money
3552,0,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... "
3553,0,No. She's currently in scotland for that.
3554,0,I have many dependents
3555,0,You can never do NOTHING
3556,0,i felt so...not any conveying reason.. Ese he... What about me?
3557,0,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.
3558,0,"We're all getting worried over here, derek and taylor have already assumed the worst"
3559,0,"Aight fuck it, I'll get it later"
3560,0,Ok... Ur typical reply...
